,phone_no_m,opposite_count,opposite_unique,voccalltype1,imeis,voc_calltype1,calltype_id_unique,phone2opposite_mean,phone2opposite_median,phone2opposite_max,phone2opposite_min,phone2opposite_var,phone2opposite_skew,phone2opposite_sem,phone2opposite_std,phone2opposite_quantile,phone2oppo_sum_mean,phone2oppo_sum_median,phone2oppo_sum_max,phone2oppo_sum_min,phone2oppo_sum_var,phone2oppo_sum_skew,phone2oppo_sum_sem,phone2oppo_sum_std,phone2oppo_sum_quantile,call_dur_mean,call_dur_median,call_dur_max,call_dur_min,call_dur_var,call_dur_skew,call_dur_sem,call_dur_std,call_dur_quantile,voc_hour_mode,voc_hour_mode_count,voc_hour_nunique,voc_day_mode,voc_day_mode_count,voc_day_nunique,label
5200,85ce4573ea3933d3f15186728e08ab7416dfcdce0bab8d83112d5617787b5ad568bce9b28681355994c29f8a6eab429e44f7b615c7dc64eb361eb16de03af307,73,56,70.0,7.0,0.958904109589041,2,1.3035714285714286,1.0,4,1,0.4334415584415584,2.3603615379742693,0.0879774279535014,0.6583627863431821,1.0,303.5178571428572,111.5,4986,2,509721.9633116883,5.536329345468975,95.40533484182184,713.9481516970881,111.5,232.83561643835617,97.0,2941,1,207888.97260273973,4.133151136019807,53.36472753835637,455.9484319555664,97.0,18,16,11,20,46,10,1
5201,991df87587c634d276149610cbc6dd8d6067df1113d3037b53e13dfa83952490a0133aa6529b37e5b57308eea5ca0e852ed28e7cd2cfa818c1ab42a603705732,3259,549,1235.0,5.0,0.37895059834305,2,5.936247723132969,1.0,484,1,1002.9539574275722,12.368918438577474,1.351619117723068,31.66944832843749,1.0,537.7978142076503,30.0,46514,1,7850458.829484261,11.214839857273905,119.58077065081616,2801.8670256606147,30.0,90.5955814667076,47.0,2926,1,25318.34468274193,7.4984662593862526,2.787247109725397,159.1173927725751,47.0,16,288,24,3,236,31,1
5203,0f343a632ccebc0209b7e62fe0691259b98d80881bce46d17f69c94a9ec98f4284c54981ec258246564299efaf615a4d9974f24dc33b66088f82bf0fe567d9cf,328,190,7.0,1.0,0.0213414634146341,2,1.7263157894736842,1.0,14,1,2.8135895293790028,3.655738791083207,0.1216896295667794,1.6773757865722885,1.0,142.0842105263158,47.0,2049,1,75193.1992202729,4.161303448658802,19.89355875922404,274.2137837897156,47.0,82.3048780487805,40.5,1782,1,23799.564257477432,6.519945429937057,8.518195062714613,154.27107394932284,40.5,15,40,17,18,26,31,1
1748,40ca16bf2894254e0eff46822096200833c921eb7d5baa9f365d9fb1a71c8203e6a882b38afc9405fde3a2f915ae3d292b9af64bd3abb65830fb859221b29b18,475,83,280.0,2.0,0.5894736842105263,2,5.72289156626506,2.0,51,1,86.81251836614749,3.36573963996783,1.0227091259095349,9.31732356238354,2.0,454.1204819277109,155.0,5887,4,694704.2535997648,4.119299905648388,91.48732571379615,833.4892042490801,155.0,79.35157894736842,40.0,1958,1,18001.848705307588,7.354703365653155,6.156186226331943,134.17096819098975,40.0,9,43,19,3,35,31,1
1747,1f8920beb2fe3d7fb4b00ac5bba5dfba404c37f623a1d92e3800240bcc77ec872ff872def2683c17c34e4806ff472a68e448029b38bfb9f31ee7a88f69e1e7b1,37,17,11.0,3.0,0.2972972972972973,2,2.176470588235294,2.0,6,1,2.1544117647058827,1.5379145800168372,0.355991718732653,1.467791458179902,2.0,180.8235294117647,101.0,721,8,44589.65441176469,1.4801307966089654,51.21445936208704,211.16262550878807,101.0,83.08108108108108,43.0,426,2,9515.52102102102,1.9504387023402192,16.036715493247954,97.54753211138156,43.0,21,10,12,3,8,14,1
1744,34d51203813ddb5673ed430a229dc94291d830500ed6b8dbc32728afd6830cb5c766ad575d7c7b2387de15fdaf27669441345a2c7d9e0a1625fee82689399aef,803,799,803.0,2.0,1.0,1,1.0050062578222778,1.0,2,1,0.0049874373041489,14.053336244247957,0.0024984193511606,0.0706217905759191,1.0,24.39048811013767,15.0,438,1,1330.123017179996,5.313595352017137,1.2902459803608346,36.47085161029278,15.0,24.268991282689917,15.0,438,1,1321.4487504774795,5.346375837008754,1.2828249252678705,36.35173655380826,15.0,17,114,10,8,333,5,1
1741,39ec2007423378cdd9ca31d0568daa13d6bb85a1f43c59508b91fae0599473e124de960f528d130a76d836975bea6d852c9afab519617eb336619ee8c0ab349b,1000,987,999.0,3.0,0.999,2,1.0131712259371837,1.0,3,1,0.017067722173242,11.09002061918273,0.0041584281884167,0.1306434926555548,1.0,29.047619047619047,15.0,4241,1,19772.412537428765,27.53437834829049,4.475806011243387,140.61441084550603,15.0,28.67,15.0,2064,1,9162.313413413418,16.742177673194057,3.0269313526100023,95.71997395221864,15.0,15,156,11,3,253,8,1
1703,083a2f568517b0cec8f427a17affbeeea2c09882f27d913c107a2ba507bf03f5f6b48aa82d2a180d8d35af26111d3caddd14fdd3d34deb14cabb63d3f049189d,52,11,24.0,1.0,0.4615384615384615,2,4.727272727272728,1.0,35,1,101.8181818181818,3.2579561095199003,3.0424000964875475,10.09049958219026,1.0,234.9090909090909,16.0,2200,3,426648.0909090909,3.2903717670483696,196.9420982995881,653.183045485024,16.0,49.69230769230769,29.5,311,1,4422.570135746605,2.746281157879701,9.222224551995833,66.50240699212777,29.5,19,12,12,19,6,17,1
1740,4f64036e8dc3747271ece7e5db9513d68b8da352904ebdeb7e60da0daad8ef3825f1c828db2930cb7116569ba9340d6485e203b46903f50d2263f89b3f498e10,661,656,661.0,2.0,1.0,1,1.007621951219512,1.0,2,1,0.0075754049525228,11.348849660506067,0.0033982162090184,0.0870368022880138,1.0,22.952743902439025,15.0,616,1,1231.5412749022532,9.250394990543173,1.3701640428883568,35.09332236910967,15.0,22.77912254160363,15.0,608,1,1208.6996240773842,9.154204876351963,1.3522545885036494,34.76635764755037,15.0,16,123,11,3,239,7,1
1739,91cdf473f1b95af58bee00e7ecbe3bdfbd9a95d35610e417b200dd6bbbb59e65b348c09ad045421b4c3f80a5b60330e9b1f62b615352d6d396daec5d236905b4,796,795,796.0,2.0,1.0,1,1.00125786163522,1.0,2,1,0.0012578616352201,28.195744359743397,0.0012578616352201,0.0354663451065954,1.0,26.363522012578617,15.0,466,1,1582.339977504237,5.670415273130121,1.4108028748119477,39.77863720018871,15.0,26.33040201005025,15.0,466,1,1580.9359802155434,5.673138421628388,1.4092907711532483,39.76098565447722,15.0,16,116,10,8,324,5,1
1736,de27673fab6fd8525bbeaa81c051adf6f3d4207a6ade4b9c88e633946f674f6635303556dc3ede744284d4526fb245504427a1ef5a33a77646c5d1e4c6100455,935,934,935.0,3.0,1.0,1,1.0010706638115632,1.0,2,1,0.0010706638115631,30.561413579872266,0.0010706638115631,0.0327209995501844,1.0,23.30406852248394,15.0,789,1,1575.528022014592,10.268887132462623,1.2987920685293408,39.69292156058297,15.0,23.279144385026736,15.0,789,1,1573.44769091596,10.279858248028926,1.2972400529548611,39.66670758855542,15.0,15,133,11,6,291,6,1
1735,5ac84bf280f01e13d6b487d32997ba64647e1b0c3cbc8869c9e8611a6f319aff20fd602f66a389104e70bfff71ce123f09e2642745e2313d72785485a1399a60,948,945,947.0,1.0,0.9989451476793249,2,1.0031746031746032,1.0,2,1,0.0031678773204196,17.691706346483105,0.0018309153810919,0.0562838993000635,1.0,23.07619047619048,14.0,972,1,1821.5386803874096,13.012746532052905,1.3883638424923477,42.67948781777272,14.0,23.003164556962027,14.0,972,1,1812.4825665325557,13.071069091359316,1.3827152423727878,42.57326116863207,14.0,13,118,10,6,323,5,1
1734,b6b08c65b7be7378d3ba80029024612f240788c1d3bb67b52c1a7b26a189104e7682d60f8125c5b35e380963191692e768d87e62bf037e0cc6fb9320060d0186,518,518,518.0,2.0,1.0,1,1.0,1.0,1,1,0.0,0.0,0.0,0.0,1.0,26.586872586872587,15.0,622,1,1963.4112006452424,6.810794040901561,1.9468870314465485,44.31039607863196,15.0,26.586872586872587,15.0,622,1,1963.4112006452413,6.810794040901562,1.946887031446548,44.310396078631946,15.0,15,95,11,3,258,4,1
5209,97b8c57398f5ba97cd39457511003d8ea2f1be499e07bf4cc0c77cf5b726a4aa525662fd91ec1d7bd7714de8ea2ddd4b66a0a66245f4199647158dd8733e511e,1320,126,831.0,2.0,0.6295454545454545,2,10.476190476190476,1.0,433,1,1835.051428571428,8.245648422692195,3.816267840018224,42.83750026053607,1.0,950.0079365079364,63.5,33528,1,11993661.591936504,7.301761216121395,308.52518602570274,3463.186623896625,63.5,90.68257575757576,35.0,2332,1,32135.056860684184,5.900009211818547,4.93403891816561,179.262536132579,35.0,17,119,22,26,64,31,1
5212,73e9ee7e186d0483f568bc1227cfc407fb5548a441dc1943841c723faded61e1f9522da24287b565e1472002308fb8f0db9c5bfa67f4e1e0b48210c3da018629,2295,337,1499.0,2.0,0.6531590413943356,2,6.810089020771513,2.0,423,1,966.9995407658612,10.329742062532532,1.6939406244221895,31.09661622694439,2.0,437.2344213649852,107.0,27119,1,3320851.5311925965,10.942490130014708,99.2681159601049,1822.3203700756344,107.0,64.20392156862745,29.0,3425,1,22827.732591414955,11.348015028657262,3.153842805325542,151.08849258436248,29.0,18,199,24,2,118,31,1
5213,5820e747a947522dc6642036555975ab300ac0d50b22b08b978ba302fbcdfdd9ff48568effc12f457641674c2e2f21e1921e2dd8c5955d79418e4e11e643e50c,3447,515,1589.0,2.0,0.460980562808239,2,6.693203883495146,1.0,404,1,894.1819576139925,9.039832295255428,1.3176781268019946,29.90287540712419,1.0,439.42135922330095,21.0,22837,1,3588521.341566244,8.142918546485218,83.4745626222923,1894.3392889253612,21.0,65.65187119234116,31.0,1182,1,9688.716844292165,4.1257579761699965,1.676534481887039,98.4312798062291,31.0,11,361,22,10,170,31,1
1726,f90a6b7326cf80df45dc941088dbfe6f056b7a11e3ccd3b9e68269ae5f72c4c9133fc9fe0402f18bc59996290616f391602b21c41a5c7e75597053a569fd8dc7,7,6,5.0,4.0,0.7142857142857143,2,1.1666666666666667,1.0,2,1,0.1666666666666666,2.449489742783177,0.1666666666666666,0.408248290463863,1.0,42.66666666666666,15.0,127,1,2975.8666666666663,1.052211200914536,22.270558542115143,54.55150471496333,15.0,36.57142857142857,11.0,127,1,2728.952380952381,1.309007816987976,19.744628133648263,52.23937577108269,11.0,11,2,5,27,2,6,1
1718,54086aafdddac5f1d6b5a44bf5c44d78b2cca09a4256de18387ce28f547b541db5df98d0276599e58b2f10eb42bf12d3c9758f8e6ee9ac2ea3e51b57e57aa0ec,315,260,312.0,5.0,0.9904761904761904,2,1.2115384615384617,1.0,4,1,0.2678200178200175,2.934150981799037,0.0320948125343559,0.5175133020706014,1.0,99.38846153846154,20.0,3032,3,127639.3118354618,5.806818533330428,22.156724264574663,357.2664437579631,20.0,82.03492063492064,13.0,3022,1,83835.54336265296,6.64938419924872,16.313938276935467,289.54368126873874,13.0,12,57,13,21,217,5,1
1716,2ee55529ecd13cd5b730a30672cfc7969a8b3666038df7a431eb6f6c76e0aa46729f4a0caa097b75780a4eb649e78212cf142d7f5bb064d80074a78e5465a0e6,138,126,138.0,1.0,1.0,1,1.0952380952380951,1.0,6,1,0.3588571428571429,6.998481410288861,0.053367336099512,0.5990468619875601,1.0,278.6904761904762,43.5,9479,2,1368010.3274285712,6.448483077706244,104.19800775860196,1169.6197362513046,43.5,254.45652173913044,48.5,1997,2,284205.6075848938,2.5292128288163545,45.38128385720501,533.1093767557403,48.5,15,32,11,10,81,2,1
1715,2f85cdffdcd8b781df395339543654bc389055961670d5a2aa33ddd6dd3d14b97795eeeefd2107c40d1f56e84b7de516f222dcc21a0c8bb632a99d1925a6227e,1303,628,1003.0,1.0,0.7697620874904068,2,2.0748407643312103,1.0,24,1,3.932188969818873,4.475949738875233,0.0791293081239194,1.982974777907897,1.0,290.4777070063694,165.5,5875,1,202405.7427239205,6.172404664005117,17.95277521987659,449.8952575032554,165.5,140.0,79.0,3765,1,39931.51152073731,7.145211761210827,5.535867247892701,199.8287054472838,79.0,10,252,17,10,73,31,1
5228,f2820e221ed6e1da9ff905798cb4fffebcf2e16fa4a7a1b1e7cbd6835f8db23281252d06f1f28899978df6c584becd48723e543a70331187df3ab4849fa26e18,1490,219,768.0,1.0,0.5154362416107383,2,6.80365296803653,2.0,202,1,488.80989485149325,6.494076895270831,1.4939908474585524,22.10904554365686,2.0,636.1324200913242,93.0,30246,10,9614003.188806502,8.093812925745569,209.5222134756974,3100.6456083865023,93.0,93.4986577181208,40.0,3051,1,46421.43754017152,7.225109099188215,5.581695728734128,215.45634718005297,40.0,12,160,21,17,92,31,1
1709,3ed4310a20a44bdc2336971cf5ebfedf3c363bb7eec3eba29f2326cd9700ddd5eb7ec3cd930aa8c023878cb75def3499e7a38c2405ad571e0f27ddea2c74bdd8,105,47,5.0,1.0,0.0476190476190476,2,2.234042553191489,1.0,34,1,23.487511563367253,6.394886221734809,0.706918869872832,4.846391602353988,1.0,74.40425531914893,42.0,606,1,13415.289546716,3.373566894169913,16.89472380606795,115.8243909835748,42.0,33.304761904761904,18.0,252,1,1743.579304029305,2.9394042548365173,4.074986770681774,41.75618881111284,18.0,14,14,18,14,10,28,1
5184,20b04be7c6692316817bfb9df6a35f38dc224eb9a753ec563cc906b448d35d35562d525f7ff4a533171415cdfe2cce2f8acbe537548c2102f76e85ce3ceb9739,701,42,556.0,2.0,0.7931526390870185,3,16.69047619047619,3.5,153,1,1053.340882694541,3.0749671619768093,5.007948165272929,32.455213490201245,3.5,2390.8809523809523,328.5,21420,7,25719615.37572589,2.7417178977727183,782.5418804512257,5071.451012848876,328.5,143.24821683309557,66.0,1800,1,56678.59258610142,4.383336115719467,8.991880359024739,238.07266240814255,66.0,8,73,21,17,45,31,1
5168,11a1f8d7ba49db1780b9c5636673c7aaad2f193e16ba48d32404c4a55b944a19fdd3988864ccf8875de3c4dd9f51f9b6fc57a83f7230a3feee7f4e99f9d9461b,84,24,42.0,5.0,0.5,2,3.5,2.0,15,1,18.956521739130437,2.153309409067134,0.8887379098833177,4.353908788563494,2.0,1137.25,721.5,3548,9,1466519.3260869563,0.8861853243835259,247.19419879983,1210.9993088713786,721.5,324.92857142857144,136.0,2138,1,191590.1635111876,2.125576932558193,47.758091250541945,437.7101364044333,136.0,15,17,13,15,21,14,1
5160,e7a461f88ddc00a45139ca7b7a4254c8c07e29a3cfa03453f45e5a5f0aaf748419e46fe7997c16bcd5f495fa4d8089f3a6ff816a2f7b557d0ce761788806205f,24,21,24.0,3.0,1.0,1,1.1428571428571428,1.0,3,1,0.2285714285714285,3.5296594869406324,0.1043281061914602,0.4780914437337574,1.0,468.1904761904762,64.0,5126,3,1268539.4619047618,3.8909876796549394,245.77762518806287,1126.294571550783,64.0,409.6666666666667,68.0,3435,3,606954.4927536232,2.971659831186534,159.02757789578817,779.0728417507719,68.0,15,12,4,10,19,2,1
5158,b792d6fcb1ea36c4ce3f174757c328768946e90f035629b70aa9769a8efa10ff977e8d05e776c3e874bf2c0fd93500d50f86f913892d36eca83f7ec880724bd1,152,119,139.0,2.0,0.9144736842105264,2,1.2773109243697478,1.0,10,1,0.9309215211508334,6.9581327602806295,0.0884469893531558,0.9648427442598267,1.0,211.1344537815126,80.0,2526,2,124971.38854863972,3.4623265200320943,32.40647675547058,353.5129255750626,80.0,165.29605263157896,73.0,2526,2,88134.0508452423,4.594585160780465,24.079644554614884,296.87379615796726,73.0,15,24,12,23,76,3,1
5126,d07848d91db93f01ee6f9e1a52d191507d9266e059d5f633d4f36afcb89265b32a5a70f4bf38ede945c357ada98ad88a000c30c16ab7f693d8c0da353f75df1d,235,65,180.0,1.0,0.7659574468085106,2,3.615384615384616,1.0,44,1,38.86538461538462,4.841117119963877,0.7732586851001677,6.234210825387975,1.0,461.3538461538462,104.0,6278,1,1250362.1384615384,4.393687576237381,138.69513542917062,1118.1959302651474,104.0,127.60851063829789,68.0,1462,1,33730.452918712486,3.564446646015287,11.980561013879408,183.658522586654,68.0,13,31,20,9,48,19,1
5129,619c3fb308a5c218da89ddb18ccbebde2c7fdca717a2ffefc1ba6a3407e296f9b269de4ef148b5ec39d9aeac162137e8e55c7e4bc2746251f4e23ea389bf12a9,3736,607,2245.0,3.0,0.6009100642398287,2,6.15485996705107,2.0,293,1,444.15089630874144,9.266456054463587,0.855403308935014,21.074887812482928,2.0,500.5156507413509,84.0,26447,1,3923572.43498567,8.682814360919286,80.39823076837446,1980.8009579424356,84.0,81.32039614561027,39.0,1827,1,21261.257158183063,5.744914097871651,2.38556380273118,145.81240399288075,39.0,17,371,21,23,163,31,1
1832,f47cb24d4e3ce789e1a9299642e66ca194ad6c8ae386bcd23b300b09b1a6dfa02ec6e8cb673819dcab73489f2a891a4dc692a9761de6c17ca9b579251acaa1cc,265,54,154.0,2.0,0.5811320754716981,3,4.907407407407407,2.0,47,1,82.01013277428375,3.662354275298092,1.232357968484294,9.05594460971818,2.0,1201.6851851851852,116.5,26956,2,17390937.049965054,5.055014630541208,567.4983610673846,4170.244243442469,116.5,244.87169811320757,65.0,3354,1,217677.47590051455,3.3171698656401136,28.66050308979995,466.55918799281466,65.0,16,29,17,30,16,31,1
1831,d60ecfee78cd59ffd4e3bb86f020f5cae76df7d74804beb9693d67699f01da0cbbe7f0bbd259517b7b7d6f4200573a6738f5e1270ae5faeb624ec994eeb520d3,28,12,20.0,3.0,0.7142857142857143,2,2.333333333333333,2.0,6,1,1.878787878787879,2.071009559323788,0.3956837835515332,1.370688833684684,2.0,604.0,609.5,1418,32,184732.54545454544,0.56363872854683,124.0740858837122,429.8052413065079,609.5,258.85714285714283,193.0,705,4,53962.126984127,0.672355394351416,43.90010046528001,232.2974967237637,193.0,11,12,7,20,9,7,1
5130,670f634425d657cdd4c8d9bad549aef37527f42fb632e5b2b2762f6c16964aa6c50a935abc602ef5395ba10b62db21ef89b05f0cc619dbf160e41ba57fa22320,3343,416,1780.0,3.0,0.5324558779539336,2,8.036057692307692,2.0,385,1,575.5336364689525,10.658762464358484,1.1762203528399695,23.990282125663978,2.0,784.5240384615385,176.5,54483,1,9248335.575324375,13.956974760409471,149.10256839579276,3041.1076231078005,176.5,97.625486090338,52.0,1367,1,15928.480283837554,3.2335559393311804,2.182825320233658,126.20808327455715,52.0,17,308,22,19,165,31,1
5134,ae1b6c79a496b213d44e52861b5b981fd42b56bc09927533bbf1d6d2ea0ae2bae4a7e115e6d65e346958d62dfa53ef45df4f15f4c09d24a1b94c83e567833d88,15,6,9.0,3.0,0.6,2,2.5,1.5,7,1,5.5,1.883919057251394,0.9574271077563382,2.345207879911715,1.5,597.3333333333334,246.0,1921,40,565030.6666666666,1.3966649694829312,306.8742051358794,751.6852178050774,246.0,238.9333333333333,170.0,621,8,35877.066666666666,0.7153676719469941,48.90607778634926,189.4124247948552,170.0,18,7,5,24,7,3,1
1824,60799a6a366bd8166777da8cf4b4eb6a662eaf9722b106456461364436abd0a92468d3a4e7813da7d106bbda0d45336389aa248adc6faf669ca22eb6fa0339fb,35,13,14.0,1.0,0.4,2,2.6923076923076925,2.0,9,1,4.897435897435898,2.0956890430854163,0.6137799591582475,2.2130151145972543,2.0,400.9230769230769,246.0,1211,25,145170.41025641028,0.8948083311316453,105.67381243765404,381.0123492177258,246.0,148.9142857142857,105.0,804,14,23308.904201680674,2.5255215772520945,25.806369203678976,152.67253912108973,105.0,8,5,14,20,5,19,1
5136,2d98314e05e1e2741bc7a3297edd26e9b00258564fa4c2df2882f6862221caa0cefbecf585f9e121952f056e634824c6dc1ac59f7affc8687ea03d4d3013bdaf,93,75,86.0,2.0,0.9247311827956988,2,1.24,1.0,4,1,0.4551351351351352,3.1974155773769053,0.0779003752780977,0.6746370395517394,1.0,268.96,51.0,3550,2,339811.7145945946,3.7537426789086,67.31138730750735,582.9337137227479,51.0,216.9032258064516,47.0,2313,2,179263.91444600275,3.120114274848445,43.90408833511594,423.3956948836428,47.0,14,25,13,23,55,2,1
5137,152aa765a6698d7ec4898622cee413f55e6ad0b0fd8099a5a66713bce27651262161359603dc77d25bb782ad19581c954ae7a8d54142226cf9df4f195f7e40bc,100,78,99.0,1.0,0.99,2,1.2820512820512822,1.0,7,1,0.7246087246087248,4.733212243303324,0.096383896184485,0.8512395224663414,1.0,256.5769230769231,69.0,2697,1,268341.0524475522,3.4888626850051416,58.65381405478884,518.0164596299544,69.0,200.13,67.0,2286,1,130032.599090909,3.822058966234794,36.06003315180243,360.6003315180243,67.0,14,17,11,23,91,2,1
5138,80595d050e9ab10c48b3e0b76fa56ad78f30a55095bade6de5d46e316edef53a606e23123d2451a3564ed7d0d4ff013e181f74563cfc359a4d48423467bf8162,116,88,113.0,4.0,0.9741379310344828,2,1.318181818181818,1.0,6,1,0.8861024033437829,3.3782124685141706,0.1003461284382361,0.9413301245279376,1.0,393.17045454545456,169.0,3019,3,321265.7522204806,2.7084892555605653,60.42141329300104,566.8030982805939,169.0,298.26724137931035,106.5,3019,3,234938.96274362816,3.3489863898964174,45.00373190881988,484.7050265301858,106.5,10,16,11,17,70,4,1
5139,35029bab2931c515aa2e50a9317324d3a42d63721655cf28a1b6eae0b50e19122ed99ef3f64750bdb96726388a8ae8a76fb06542514f2644e92b980a1ff546e1,87,69,83.0,4.0,0.9540229885057472,2,1.2608695652173914,1.0,7,1,0.7838874680306904,4.823832404562245,0.1065865279595586,0.8853741966144544,1.0,550.5217391304348,84.0,10066,2,2262024.664961637,5.133552407894711,181.0606698288292,1504.0028806360835,84.0,436.6206896551725,86.0,3442,2,596317.7265437049,2.7335406409156167,82.79025752998757,772.2161138850347,86.0,15,20,12,16,50,3,1
